"geoscale";"timescale";"module";"eucalc-name";"lever";"level";"string-pivot";"type-prefix";"module-prefix";"element";"item";"unit";"value";"interaction-file";"reference-id"
"constant";"constant";"minerals";"cp_min_energytech_energy-marine_steel[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-marine_steel_none";"kg/GW";2000000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-nuclear_aluminium[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-nuclear_aluminium_none";"kg/GW";40000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-nuclear_copper[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-nuclear_copper_none";"kg/GW";59600;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-nuclear_lead[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-nuclear_lead_none";"kg/GW";4300;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-nuclear_nickel[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-nuclear_nickel_none";"kg/GW";256000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-nuclear_steel[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-nuclear_steel_none";"kg/GW";30000000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-off-wind_aluminium[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-off-wind_aluminium_none";"kg/GW";1000000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-off-wind_copper[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-off-wind_copper_none";"kg/GW";10540000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-off-wind_manganese[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-off-wind_manganese_none";"kg/GW";70000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-off-wind_nickel[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-off-wind_nickel_none";"kg/GW";364000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-off-wind_steel[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-off-wind_steel_none";"kg/GW";90000000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-oil_aluminium[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-oil_aluminium_none";"kg/GW";120000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-oil_copper[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-oil_copper_none";"kg/GW";400000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-oil_steel[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-oil_steel_none";"kg/GW";50000000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-on-wind_aluminium[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-on-wind_aluminium_none";"kg/GW";1000000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-on-wind_copper[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-on-wind_copper_none";"kg/GW";4760000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-on-wind_manganese[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-on-wind_manganese_none";"kg/GW";70000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-on-wind_nickel[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-on-wind_nickel_none";"kg/GW";364000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-on-wind_steel[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-on-wind_steel_none";"kg/GW";90000000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-pv-csi_aluminium[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-pv-csi_aluminium_none";"kg/GW";10593000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-pv-csi_copper[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-pv-csi_copper_none";"kg/GW";2741000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-pv-csi_lead[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-pv-csi_lead_none";"kg/GW";269300;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-pv-csi_steel[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-pv-csi_steel_none";"kg/GW";55900000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-pv-thinfilm_aluminium[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-pv-thinfilm_aluminium_none";"kg/GW";10593000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-pv-thinfilm_copper[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-pv-thinfilm_copper_none";"kg/GW";2741000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-pv-thinfilm_lead[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-pv-thinfilm_lead_none";"kg/GW";269300;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_energytech_energy-pv-thinfilm_steel[kg/GW]";"none";0;"min_reserve_unit[Mt]";"none";"min";"energytech";"energy-pv-thinfilm_steel_none";"kg/GW";55900000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_industry_aluminium_lithium[%]";"none";0;"min_reserve_unit[Mt]";"none";"min";"industry";"aluminium_lithium_none";"%";0.0000071810251156;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_industry_aluminium_manganese[%]";"none";0;"min_reserve_unit[Mt]";"none";"min";"industry";"aluminium_manganese_none";"%";0.00195;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_industry_glass_lithium[%]";"none";0;"min_reserve_unit[Mt]";"none";"min";"industry";"glass_lithium_none";"%";0.00007;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_industry_steel_graphite[%]";"none";0;"min_reserve_unit[Mt]";"none";"min";"industry";"steel_graphite_none";"%";0.0022;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_industry_steel_manganese[%]";"none";0;"min_reserve_unit[Mt]";"none";"min";"industry";"steel_manganese_none";"%";0.01;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_industry_steel_nickel[%]";"none";0;"min_reserve_unit[Mt]";"none";"min";"industry";"steel_nickel_none";"%";0.0034;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_infra_pipe_steel[kg/km]";"none";0;"min_reserve_unit[Mt]";"none";"min";"infra";"pipe_steel_none";"kg/km";10000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_infra_rail_aluminium[kg/km]";"none";0;"min_reserve_unit[Mt]";"none";"min";"infra";"rail_aluminium_none";"kg/km";0;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_infra_rail_copper[kg/km]";"none";0;"min_reserve_unit[Mt]";"none";"min";"infra";"rail_copper_none";"kg/km";2;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_infra_rail_steel[kg/km]";"none";0;"min_reserve_unit[Mt]";"none";"min";"infra";"rail_steel_none";"kg/km";50000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_infra_road_aluminium[kg/km]";"none";0;"min_reserve_unit[Mt]";"none";"min";"infra";"road_aluminium_none";"kg/km";30;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_infra_road_copper[kg/km]";"none";0;"min_reserve_unit[Mt]";"none";"min";"infra";"road_copper_none";"kg/km";1;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_infra_road_steel[kg/km]";"none";0;"min_reserve_unit[Mt]";"none";"min";"infra";"road_steel_none";"kg/km";82191;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_infra_trolley-cables_aluminium[kg/km]";"none";0;"min_reserve_unit[Mt]";"none";"min";"infra";"trolley-cables_aluminium_none";"kg/km";0;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_infra_trolley-cables_copper[kg/km]";"none";0;"min_reserve_unit[Mt]";"none";"min";"infra";"trolley-cables_copper_none";"kg/km";10000;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_infra_trolley-cables_steel[kg/km]";"none";0;"min_reserve_unit[Mt]";"none";"min";"infra";"trolley-cables_steel_none";"kg/km";80;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_other_aluminium[%]";"none";0;"min_reserve_unit[Mt]";"none";"min";"other";"aluminium_none_none";"%";0.13;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_other_copper[%]";"none";0;"min_reserve_unit[Mt]";"none";"min";"other";"copper_none_none";"%";0.18;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_other_dom-appliances_aluminium[%]";"none";0;"min_reserve_unit[Mt]";"none";"min";"other";"dom-appliances_aluminium_none";"%";1;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_other_dom-appliances_copper[%]";"none";0;"min_reserve_unit[Mt]";"none";"min";"other";"dom-appliances_copper_none";"%";0.5;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_other_dom-appliances_steel[%]";"none";0;"min_reserve_unit[Mt]";"none";"min";"other";"dom-appliances_steel_none";"%";0.3;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_other_graphite[%]";"none";0;"min_reserve_unit[Mt]";"none";"min";"other";"graphite_none_none";"%";0.19;"cp_min_cp";"missing-reference"
"constant";"constant";"minerals";"cp_min_other_lead[%]";"none";0;"min_reserve_unit[Mt]";"none";"min";"other";"lead_none_none";"%";0.09;"cp_min_cp";"missing-reference"
