"geoscale";"timescale";"module";"eucalc-name";"lever";"level";"string-pivot";"type-prefix";"module-prefix";"element";"item";"unit";"value";"interaction-file";"reference-id"
"constant";"constant";"technology";"cp_tec_cars-FCV_chem[t/num]";"none";0;"none";"cp";"tec";"cars-FCV";"chem";"t/num";0.1915;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_cars-FCV_copper[t/num]";"none";0;"none";"cp";"tec";"cars-FCV";"copper";"t/num";0.03;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_cars-FCV_glass[t/num]";"none";0;"none";"cp";"tec";"cars-FCV";"glass";"t/num";0.045;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_cars-FCV_lime[t/num]";"none";0;"none";"cp";"tec";"cars-FCV";"lime";"t/num";0.01;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_cars-FCV_other[t/num]";"none";0;"none";"cp";"tec";"cars-FCV";"other";"t/num";0.1;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_cars-FCV_paper[t/num]";"none";0;"none";"cp";"tec";"cars-FCV";"paper";"t/num";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_cars-FCV_steel[t/num]";"none";0;"none";"cp";"tec";"cars-FCV";"steel";"t/num";1.2;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_cars-FCV_timber[t/num]";"none";0;"none";"cp";"tec";"cars-FCV";"timber";"t/num";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_cars-ICE_aluminium[t/num]";"none";0;"none";"cp";"tec";"cars-ICE";"aluminium";"t/num";0.152;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_cars-ICE_ammonia[t/num]";"none";0;"none";"cp";"tec";"cars-ICE";"ammonia";"t/num";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_cars-ICE_cement[t/num]";"none";0;"none";"cp";"tec";"cars-ICE";"cement";"t/num";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_cars-ICE_chem[t/num]";"none";0;"none";"cp";"tec";"cars-ICE";"chem";"t/num";0.1895;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_cars-ICE_copper[t/num]";"none";0;"none";"cp";"tec";"cars-ICE";"copper";"t/num";0.045;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_cars-ICE_glass[t/num]";"none";0;"none";"cp";"tec";"cars-ICE";"glass";"t/num";0.045;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_cars-ICE_lime[t/num]";"none";0;"none";"cp";"tec";"cars-ICE";"lime";"t/num";0.01;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_cars-ICE_other[t/num]";"none";0;"none";"cp";"tec";"cars-ICE";"other";"t/num";0.0464;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_cars-ICE_paper[t/num]";"none";0;"none";"cp";"tec";"cars-ICE";"paper";"t/num";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_cars-ICE_steel[t/num]";"none";0;"none";"cp";"tec";"cars-ICE";"steel";"t/num";1.0986;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_cars-ICE_timber[t/num]";"none";0;"none";"cp";"tec";"cars-ICE";"timber";"t/num";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_computer_aluminium[t/num]";"none";0;"none";"cp";"tec";"computer";"aluminium";"t/num";0.0001188;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_computer_ammonia[t/num]";"none";0;"none";"cp";"tec";"computer";"ammonia";"t/num";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_computer_cement[t/num]";"none";0;"none";"cp";"tec";"computer";"cement";"t/num";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_computer_chem[t/num]";"none";0;"none";"cp";"tec";"computer";"chem";"t/num";0.0009;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_computer_copper[t/num]";"none";0;"none";"cp";"tec";"computer";"copper";"t/num";0.00809;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_computer_glass[t/num]";"none";0;"none";"cp";"tec";"computer";"glass";"t/num";0.00111;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_computer_lime[t/num]";"none";0;"none";"cp";"tec";"computer";"lime";"t/num";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_computer_other[t/num]";"none";0;"none";"cp";"tec";"computer";"other";"t/num";0.0001782;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_computer_paper[t/num]";"none";0;"none";"cp";"tec";"computer";"paper";"t/num";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_computer_steel[t/num]";"none";0;"none";"cp";"tec";"computer";"steel";"t/num";0.0005148;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_computer_timber[t/num]";"none";0;"none";"cp";"tec";"computer";"timber";"t/num";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_dishwasher_aluminium[t/num]";"none";0;"none";"cp";"tec";"dishwasher";"aluminium";"t/num";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_dishwasher_ammonia[t/num]";"none";0;"none";"cp";"tec";"dishwasher";"ammonia";"t/num";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_dishwasher_cement[t/num]";"none";0;"none";"cp";"tec";"dishwasher";"cement";"t/num";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_dishwasher_chem[t/num]";"none";0;"none";"cp";"tec";"dishwasher";"chem";"t/num";0.015;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_dishwasher_copper[t/num]";"none";0;"none";"cp";"tec";"dishwasher";"copper";"t/num";0.005;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_dishwasher_glass[t/num]";"none";0;"none";"cp";"tec";"dishwasher";"glass";"t/num";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_dishwasher_lime[t/num]";"none";0;"none";"cp";"tec";"dishwasher";"lime";"t/num";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_dishwasher_other[t/num]";"none";0;"none";"cp";"tec";"dishwasher";"other";"t/num";0.005;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_dishwasher_paper[t/num]";"none";0;"none";"cp";"tec";"dishwasher";"paper";"t/num";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_dishwasher_steel[t/num]";"none";0;"none";"cp";"tec";"dishwasher";"steel";"t/num";0.014;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_dishwasher_timber[t/num]";"none";0;"none";"cp";"tec";"dishwasher";"timber";"t/num";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_dryer_aluminium[t/num]";"none";0;"none";"cp";"tec";"dryer";"aluminium";"t/num";0.00162;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_dryer_ammonia[t/num]";"none";0;"none";"cp";"tec";"dryer";"ammonia";"t/num";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_dryer_cement[t/num]";"none";0;"none";"cp";"tec";"dryer";"cement";"t/num";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_dryer_chem[t/num]";"none";0;"none";"cp";"tec";"dryer";"chem";"t/num";0.02;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_dryer_copper[t/num]";"none";0;"none";"cp";"tec";"dryer";"copper";"t/num";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_dryer_glass[t/num]";"none";0;"none";"cp";"tec";"dryer";"glass";"t/num";0.000045;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_dryer_lime[t/num]";"none";0;"none";"cp";"tec";"dryer";"lime";"t/num";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_dryer_other[t/num]";"none";0;"none";"cp";"tec";"dryer";"other";"t/num";0.0047249999999999;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_dryer_paper[t/num]";"none";0;"none";"cp";"tec";"dryer";"paper";"t/num";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_dryer_steel[t/num]";"none";0;"none";"cp";"tec";"dryer";"steel";"t/num";0.027;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_dryer_timber[t/num]";"none";0;"none";"cp";"tec";"dryer";"timber";"t/num";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CH4_aluminium_prim[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CH4_aluminium_prim";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CH4_aluminium_sec[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CH4_aluminium_sec";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CH4_ammonia_amm-tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CH4_ammonia_amm-tech";"Mt/Mt";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CH4_cement_dry-kiln[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CH4_cement_dry-kiln";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CH4_cement_geopolym[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CH4_cement_geopolym";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CH4_cement_wet-kiln[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CH4_cement_wet-kiln";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CH4_chem_chem-tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CH4_chem_chem-tech";"Mt/Mt";0.00019;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CH4_copper_tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CH4_copper_tech";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CH4_fbt_tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CH4_fbt_tech";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CH4_glass_glass[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CH4_glass_glass";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CH4_lime_lime[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CH4_lime_lime";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CH4_mae_tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CH4_mae_tech";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CH4_ois_tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CH4_ois_tech";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CH4_paper_recycled[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CH4_paper_recycled";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CH4_paper_woodpulp[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CH4_paper_woodpulp";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CH4_steel_BF-BOF[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CH4_steel_BF-BOF";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CH4_steel_hisarna[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CH4_steel_hisarna";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CH4_steel_hydrog-DRI[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CH4_steel_hydrog-DRI";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CH4_steel_scrap-EAF[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CH4_steel_scrap-EAF";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CH4_textiles_tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CH4_textiles_tech";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CH4_tra-equip_tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CH4_tra-equip_tech";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CH4_wwp_tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CH4_wwp_tech";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CO2_aluminium_prim[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CO2_aluminium_prim";"Mt/Mt";1.6;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CO2_aluminium_sec[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CO2_aluminium_sec";"Mt/Mt";0.3;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CO2_ammonia_amm-tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CO2_ammonia_amm-tech";"Mt/Mt";1.16;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CO2_cement_dry-kiln[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CO2_cement_dry-kiln";"Mt/Mt";0.52;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CO2_cement_geopolym[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CO2_cement_geopolym";"Mt/Mt";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CO2_cement_wet-kiln[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CO2_cement_wet-kiln";"Mt/Mt";0.52;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CO2_chem_chem-tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CO2_chem_chem-tech";"Mt/Mt";0.45;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CO2_copper_tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CO2_copper_tech";"Mt/Mt";0.6;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CO2_fbt_tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CO2_fbt_tech";"Mt/Mt";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CO2_glass_glass[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CO2_glass_glass";"Mt/Mt";0.5;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CO2_lime_lime[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CO2_lime_lime";"Mt/Mt";0.5;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CO2_mae_tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CO2_mae_tech";"Mt/Mt";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CO2_ois_tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CO2_ois_tech";"Mt/Mt";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CO2_paper_recycled[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CO2_paper_recycled";"Mt/Mt";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CO2_paper_woodpulp[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CO2_paper_woodpulp";"Mt/Mt";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CO2_steel_BF-BOF[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CO2_steel_BF-BOF";"Mt/Mt";1.46;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CO2_steel_hisarna[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CO2_steel_hisarna";"Mt/Mt";1.17;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CO2_steel_hydrog-DRI[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CO2_steel_hydrog-DRI";"Mt/Mt";0.7;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CO2_steel_scrap-EAF[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CO2_steel_scrap-EAF";"Mt/Mt";0.08;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CO2_textiles_tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CO2_textiles_tech";"Mt/Mt";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CO2_tra-equip_tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CO2_tra-equip_tech";"Mt/Mt";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_CO2_wwp_tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"CO2_wwp_tech";"Mt/Mt";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_N2O_aluminium_prim[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"N2O_aluminium_prim";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_N2O_aluminium_sec[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"N2O_aluminium_sec";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_N2O_ammonia_amm-tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"N2O_ammonia_amm-tech";"Mt/Mt";0.0012;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_N2O_cement_dry-kiln[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"N2O_cement_dry-kiln";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_N2O_cement_geopolym[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"N2O_cement_geopolym";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_N2O_cement_wet-kiln[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"N2O_cement_wet-kiln";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_N2O_chem_chem-tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"N2O_chem_chem-tech";"Mt/Mt";0.0013;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_N2O_copper_tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"N2O_copper_tech";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_N2O_fbt_tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"N2O_fbt_tech";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_N2O_glass_glass[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"N2O_glass_glass";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_N2O_lime_lime[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"N2O_lime_lime";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_N2O_mae_tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"N2O_mae_tech";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_N2O_ois_tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"N2O_ois_tech";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_N2O_paper_recycled[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"N2O_paper_recycled";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_N2O_paper_woodpulp[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"N2O_paper_woodpulp";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_N2O_steel_BF-BOF[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"N2O_steel_BF-BOF";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_N2O_steel_hisarna[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"N2O_steel_hisarna";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_N2O_steel_hydrog-DRI[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"N2O_steel_hydrog-DRI";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_N2O_steel_scrap-EAF[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"N2O_steel_scrap-EAF";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_N2O_textiles_tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"N2O_textiles_tech";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_N2O_tra-equip_tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"N2O_tra-equip_tech";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor-process_N2O_wwp_tech[Mt/Mt]";"none";0;"none";"cp";"tec";"emission-factor-process";"N2O_wwp_tech";"Mt/Mt";0.001;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor_CH4_electricity[Mt/TWh]";"none";0;"none";"cp";"tec";"emission-factor";"CH4_electricity";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor_CH4_gas-bio[Mt/TWh]";"none";0;"none";"cp";"tec";"emission-factor";"CH4_gas-bio";"Mt/TWh";0.000000000043313;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor_CH4_gas-ff-natural[Mt/TWh]";"none";0;"none";"cp";"tec";"emission-factor";"CH4_gas-ff-natural";"Mt/TWh";0.0000171223;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor_CH4_gas-synfuel[Mt/TWh]";"none";0;"none";"cp";"tec";"emission-factor";"CH4_gas-synfuel";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor_CH4_hydrogen[Mt/TWh]";"none";0;"none";"cp";"tec";"emission-factor";"CH4_hydrogen";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor_CH4_liquid-bio[Mt/TWh]";"none";0;"none";"cp";"tec";"emission-factor";"CH4_liquid-bio";"Mt/TWh";0.000000000043313;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor_CH4_liquid-ff-oil[Mt/TWh]";"none";0;"none";"cp";"tec";"emission-factor";"CH4_liquid-ff-oil";"Mt/TWh";0.0000201756;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor_CH4_liquid-synfuel[Mt/TWh]";"none";0;"none";"cp";"tec";"emission-factor";"CH4_liquid-synfuel";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor_CH4_solid-bio[Mt/TWh]";"none";0;"none";"cp";"tec";"emission-factor";"CH4_solid-bio";"Mt/TWh";0.000000000043313;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor_CH4_solid-ff-coal[Mt/TWh]";"none";0;"none";"cp";"tec";"emission-factor";"CH4_solid-ff-coal";"Mt/TWh";0.0000135121;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor_CH4_solid-waste[Mt/TWh]";"none";0;"none";"cp";"tec";"emission-factor";"CH4_solid-waste";"Mt/TWh";0.0001083032491;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor_CO2_electricity[Mt/TWh]";"none";0;"none";"cp";"tec";"emission-factor";"CO2_electricity";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor_CO2_gas-bio[Mt/TWh]";"none";0;"none";"cp";"tec";"emission-factor";"CO2_gas-bio";"Mt/TWh";0.177067;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor_CO2_gas-ff-natural[Mt/TWh]";"none";0;"none";"cp";"tec";"emission-factor";"CO2_gas-ff-natural";"Mt/TWh";0.2025270758;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor_CO2_gas-synfuel[Mt/TWh]";"none";0;"none";"cp";"tec";"emission-factor";"CO2_gas-synfuel";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor_CO2_hydrogen[Mt/TWh]";"none";0;"none";"cp";"tec";"emission-factor";"CO2_hydrogen";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"technology";"cp_tec_emission-factor_CO2_liquid-bio[Mt/TWh]";"none";0;"none";"cp";"tec";"emission-factor";"CO2_liquid-bio";"Mt/TWh";0.177067;"interactions_constants";"missing-reference"
